payment_id,order_id,payment_method,amount,currency,payment_timestamp
509,759,online,75.7,USD,2025-04-30 15:40:43
510,760,card,1008.92,RUB,2025-03-21 05:06:36
511,764,card,490.81,EUR,2025-02-26 17:13:26
512,765,online,1518.8999999999999,USD,2024-11-16 05:45:32
513,766,online,1335.96,USD,2025-02-18 18:40:09
514,767,card,487.89,RUB,2024-12-10 09:13:35
515,768,card,778.15,RUB,2025-09-30 05:28:37
516,769,online,222.2,EUR,2025-10-11 02:20:32
517,771,card,599.04,RUB,2025-12-04 09:00:11
518,772,crypto,1766.6999999999998,USD,2025-12-12 14:06:29
519,773,online,743.1,RUB,2025-02-07 17:28:00
520,776,cash,1825.08,EUR,2025-09-20 19:49:35
521,777,online,539.8,RUB,2025-12-02 21:22:11
522,778,cash,1046.22,RUB,2024-07-05 06:30:37
523,779,card,716.84,USD,2026-05-18 12:54:09
524,780,card,965.92,EUR,2024-09-16 17:02:56
525,784,online,500.12,EUR,2025-02-14 18:37:22
526,785,crypto,392.88,USD,2025-02-15 10:04:03
527,787,card,297.38,EUR,2024-07-29 07:24:57
528,788,card,1264.02,EUR,2024-06-23 18:10:03
529,790,online,127.62,RUB,2025-02-24 16:22:44
530,791,cash,2008.7,RUB,2026-04-09 13:52:38
531,792,card,900.8,EUR,2026-02-24 11:10:02
532,793,online,2308.5,RUB,2026-02-01 18:30:17
533,795,online,532.28,EUR,2025-06-13 14:45:45
534,798,card,1916.72,USD,2026-03-15 22:58:48
535,799,cash,110.43,EUR,2025-12-17 20:49:56
536,800,card,1131.1499999999999,USD,2024-12-22 12:59:47
537,801,card,47.19,RUB,2024-11-27 11:53:13
538,802,online,111.62,USD,2024-10-19 07:51:20
539,806,card,1130.32,USD,2025-09-02 11:20:51
540,807,crypto,313.04999999999995,USD,2025-04-27 03:43:04
541,808,card,213.7,EUR,2025-07-20 17:02:48
542,811,card,479.0,EUR,2025-11-28 09:55:27
543,815,card,494.13,RUB,2025-05-05 14:13:26
544,816,card,1188.95,USD,2024-07-20 02:16:50
545,818,cash,71.78,USD,2024-12-19 11:02:42
546,819,card,1382.0,USD,2024-10-29 07:33:31
547,820,card,137.23,EUR,2025-05-16 13:28:19
548,821,card,156.92,USD,2025-02-10 06:49:49
549,822,card,246.4,EUR,2025-12-29 16:35:07
550,823,card,26.22,USD,2025-10-06 08:05:06
551,824,card,50.98,USD,2025-07-18 09:29:35
552,825,online,225.1,RUB,2026-03-27 00:08:34
553,826,card,988.64,EUR,2025-04-19 17:34:31
554,827,cash,1136.22,EUR,2025-10-27 07:56:08
555,828,card,1373.0500000000002,EUR,2025-02-21 01:54:55
556,830,card,31.63,USD,2025-09-27 03:26:44
557,832,online,125.54,USD,2025-05-22 04:44:56
558,835,card,919.95,USD,2025-04-24 19:59:23
559,837,online,1859.35,EUR,2025-04-22 20:21:06
560,838,card,2373.7,EUR,2026-05-12 16:40:05
561,839,card,1636.9499999999998,EUR,2024-11-25 11:00:48
562,840,online,1253.4,EUR,2024-09-18 04:19:08
563,841,card,629.22,USD,2026-03-22 18:49:38
564,843,crypto,611.6,RUB,2025-11-18 07:43:07
565,845,online,1723.8,EUR,2024-12-09 09:00:20
566,846,card,634.4399999999999,EUR,2025-08-28 13:14:23
567,848,cash,833.8,EUR,2025-11-12 12:09:33
568,851,card,1328.73,USD,2024-10-26 03:50:45
569,852,online,56.34,RUB,2025-12-27 07:50:05
570,853,online,168.4,USD,2024-09-26 20:29:39
571,854,card,152.02,RUB,2025-06-13 11:15:14
572,856,online,2153.05,RUB,2024-06-28 13:03:08
573,857,online,498.66,USD,2025-08-09 09:54:22
574,858,online,840.84,RUB,2025-07-07 04:56:37
575,859,online,557.2,EUR,2025-11-02 03:41:40
576,860,online,1716.3,EUR,2025-04-30 04:05:10
577,861,online,917.4300000000001,USD,2025-12-16 09:25:28
578,863,cash,421.64,RUB,2024-11-05 23:28:58
579,865,online,221.19,RUB,2025-10-21 02:34:14
580,867,card,437.98,USD,2026-03-07 06:06:40
581,868,online,819.76,RUB,2024-08-17 19:02:01
582,869,card,1412.25,USD,2024-07-16 00:51:37
583,870,card,410.52,RUB,2026-03-22 04:12:04
584,871,online,871.96,RUB,2025-02-23 09:05:28
585,872,card,1132.02,USD,2025-04-09 23:16:53
586,875,online,1823.45,USD,2025-10-03 04:03:02
587,876,crypto,2064.55,RUB,2024-06-03 13:40:17
588,879,cash,1250.52,RUB,2025-06-16 13:54:49
589,880,card,215.72,RUB,2024-10-01 21:17:06
590,881,card,658.1,EUR,2025-12-14 05:57:41
591,882,online,867.1500000000001,USD,2024-07-17 05:09:01
592,885,cash,1945.8,USD,2026-04-26 09:41:19
593,886,online,529.6,USD,2024-11-28 06:10:27
594,887,online,900.56,RUB,2025-05-21 23:06:53
595,888,card,1247.19,EUR,2025-10-12 07:24:16
596,889,card,1544.5,EUR,2024-09-01 10:25:12
597,890,card,1707.55,EUR,2024-08-05 14:08:24
598,891,card,1275.48,USD,2025-08-04 13:53:51
599,892,online,771.16,RUB,2024-08-03 17:29:46
600,893,cash,1269.66,EUR,2026-03-06 17:12:34
601,894,card,1279.1399999999999,EUR,2024-09-14 13:55:03
602,896,card,499.24,USD,2025-03-25 14:38:45
603,897,online,870.3499999999999,USD,2026-01-22 03:03:07
604,898,online,147.75,RUB,2025-01-28 17:52:47
605,899,card,865.64,RUB,2025-01-05 13:16:59
606,901,cash,739.7,USD,2025-01-22 04:05:43
607,903,online,1460.96,EUR,2025-03-25 08:38:14
608,905,card,214.48,EUR,2025-12-06 22:42:18
609,907,online,852.56,USD,2026-03-04 04:46:33
610,908,crypto,755.34,USD,2025-03-29 21:49:55
611,909,card,2442.25,EUR,2025-03-21 21:05:57
612,910,cash,777.0,EUR,2025-07-04 12:01:09
613,911,card,100.22999999999999,EUR,2025-11-10 00:12:52
614,915,cash,275.88,EUR,2025-01-18 02:11:05
615,916,card,1122.95,EUR,2025-11-23 20:46:15
616,917,online,552.64,EUR,2025-11-27 09:39:22
617,918,cash,251.48,RUB,2026-01-07 01:15:11
618,920,card,862.9,USD,2026-03-24 08:07:35
619,923,card,737.84,RUB,2026-05-09 18:12:27
620,924,cash,1519.72,USD,2025-06-28 09:00:33
621,925,online,1261.92,RUB,2024-07-21 14:20:57
622,926,card,426.93,USD,2025-08-08 06:11:10
623,927,cash,1951.0,RUB,2024-07-30 09:50:13
624,928,online,877.4,RUB,2025-09-19 16:58:43
625,929,online,539.76,RUB,2025-07-19 16:05:55
626,931,card,805.36,USD,2025-09-15 10:24:40
627,932,card,589.26,USD,2025-09-16 04:16:30
628,933,card,1236.44,EUR,2025-09-05 01:53:38
629,934,cash,1031.36,RUB,2024-05-26 19:01:23
630,935,card,397.36,RUB,2025-10-13 19:05:43
631,936,cash,381.3,RUB,2026-02-19 23:46:11
632,937,online,786.64,RUB,2024-10-02 20:00:21
633,938,card,92.28,RUB,2025-05-22 14:13:26
634,939,card,935.54,EUR,2024-08-04 05:28:11
635,940,card,770.6999999999999,RUB,2024-09-04 06:44:35
636,941,card,1190.6100000000001,USD,2025-10-07 20:27:36
637,942,cash,275.52,RUB,2024-06-15 10:29:12
638,943,card,388.68,EUR,2026-05-05 04:39:41
639,944,online,870.96,USD,2025-07-31 13:42:53
640,945,cash,863.24,RUB,2025-12-22 15:54:28
641,947,card,1242.54,USD,2025-08-16 02:32:23
642,949,online,2090.9,EUR,2024-08-02 23:44:44
643,952,cash,1466.56,RUB,2024-12-16 20:19:18
644,953,crypto,480.3,EUR,2025-10-14 01:26:11
645,955,online,351.08,RUB,2025-07-10 07:05:30
646,956,card,53.2,EUR,2026-03-18 04:55:38
647,957,card,621.21,USD,2024-07-03 05:22:01
648,959,card,1423.96,RUB,2024-10-07 10:01:19
649,960,online,1083.8,EUR,2025-03-30 09:21:18
650,961,card,1438.26,USD,2025-08-25 08:48:14
651,963,card,91.3,USD,2025-07-10 06:28:30
652,966,card,988.5,RUB,2026-02-04 03:47:05
653,967,cash,434.62,RUB,2025-10-05 23:08:29
654,969,card,585.15,USD,2025-05-25 17:59:39
655,970,online,614.44,RUB,2025-09-13 23:06:06
656,972,card,1184.8,USD,2025-09-02 07:57:29
657,974,card,856.1999999999999,EUR,2025-12-25 04:08:16
658,975,cash,169.46,RUB,2024-06-16 11:02:26
659,976,online,640.65,USD,2025-10-05 08:32:30
660,978,card,927.28,RUB,2024-12-13 09:59:32
661,979,cash,2390.2000000000003,RUB,2024-06-24 02:06:16
662,980,online,1606.84,RUB,2026-01-23 07:27:01
663,981,card,251.72,USD,2025-08-08 14:51:56
664,983,online,249.66,RUB,2024-08-28 13:24:42
665,985,online,1237.96,RUB,2026-02-27 01:37:03
666,986,online,1125.05,USD,2025-09-02 00:12:19
667,987,online,673.38,RUB,2025-12-23 21:08:23
668,988,card,233.25,RUB,2024-11-28 04:18:11
669,989,online,76.01,EUR,2024-10-15 10:21:29
670,990,crypto,56.9,USD,2026-04-27 07:04:53
671,992,online,1011.0,EUR,2025-09-23 02:53:29
672,993,card,108.98,EUR,2026-05-06 05:06:27
673,995,online,2251.3999999999996,USD,2025-09-13 00:39:16
674,996,card,1885.75,RUB,2026-05-03 19:01:38
675,997,card,522.5,RUB,2025-02-14 02:13:23
676,998,online,693.04,EUR,2026-01-08 09:28:54
677,999,online,737.12,USD,2025-03-07 21:24:30
678,1000,card,843.8,RUB,2025-04-03 10:56:00
679,1001,cash,66.81,EUR,2026-02-11 14:31:42
680,1002,online,1818.1,EUR,2025-01-21 18:41:32
681,1003,cash,1867.52,USD,2025-12-27 01:55:07
682,1004,online,442.82,EUR,2025-05-31 18:37:07
683,1006,online,1723.45,RUB,2025-04-30 03:37:07
684,1008,online,524.45,EUR,2025-12-21 19:05:31
685,1009,card,404.63,USD,2024-12-26 15:19:45
686,1012,card,137.09,USD,2025-03-10 17:27:19
687,1014,card,607.08,USD,2026-05-22 15:16:56
688,1015,online,104.85,USD,2025-08-21 10:05:12
689,1016,card,177.77,EUR,2025-09-28 03:13:16
690,1017,card,77.61,USD,2025-12-12 00:09:32
691,1021,card,195.55,USD,2024-06-24 09:47:55
692,1023,card,435.32,USD,2024-10-23 18:41:40
693,1024,crypto,688.2,USD,2025-01-11 11:13:27
694,1025,cash,237.09,USD,2025-02-08 06:41:22
695,1026,cash,1436.72,EUR,2025-08-30 01:47:48
696,1027,card,753.3,USD,2024-11-13 08:58:56
697,1028,online,1116.0,EUR,
698,1029,card,1208.48,EUR,2024-07-29 19:43:18
699,1031,online,97.36,RUB,2024-07-24 14:34:40
700,1033,online,951.4499999999999,USD,2025-02-01 13:32:51
701,1034,card,283.68,EUR,2025-07-10 10:45:33
702,1035,online,216.45,RUB,2024-09-01 08:14:43
703,1037,online,142.85,RUB,2025-04-20 18:43:45
704,1038,online,1575.32,RUB,2026-05-23 07:26:19
705,1040,card,1819.84,USD,2024-11-26 15:23:05
706,1041,card,1159.2,USD,2025-02-28 00:23:26
707,1042,card,1690.8500000000001,RUB,2026-01-22 07:02:13
708,1043,card,1621.76,USD,2025-03-27 10:50:30
709,1044,card,45.78,EUR,2024-07-07 01:28:28
710,1045,cash,123.58,EUR,2025-12-20 12:57:50
711,1046,card,169.77,RUB,
712,1048,online,1926.52,RUB,2025-03-22 06:05:06
713,1050,card,231.13,EUR,2026-04-23 14:21:08
714,1051,online,965.8,USD,2026-04-19 15:23:18
715,1052,card,215.21,EUR,2025-05-13 09:19:06
716,1053,card,392.64,USD,2025-05-07 10:49:57
717,1054,card,467.73,RUB,2026-03-24 16:18:44
718,1056,online,1342.6,USD,2024-06-07 22:05:37
719,1060,crypto,396.2,RUB,2025-01-08 06:10:37
720,1061,crypto,971.9499999999999,RUB,2024-12-16 20:07:08
721,1062,card,696.0,EUR,2024-10-12 13:13:46
722,1063,cash,199.11,USD,2026-01-02 03:28:01
723,1064,card,1389.4499999999998,USD,2024-06-30 04:40:03
724,1065,card,608.5,USD,2025-02-08 11:35:51
725,1067,cash,138.57,USD,2024-09-10 01:10:47
726,1068,cash,1618.25,USD,2025-10-19 05:23:18
727,1069,cash,1793.12,EUR,2026-02-02 18:15:30
728,1070,crypto,281.25,EUR,2026-02-26 11:08:08
729,1071,online,758.52,EUR,2025-12-10 22:54:12
730,1072,online,703.08,EUR,2025-04-07 10:17:32
731,1073,card,1797.28,RUB,2026-05-11 17:01:40
732,1074,cash,1894.8500000000001,RUB,2024-09-07 21:57:17
733,1075,card,945.0,RUB,2025-07-01 09:19:19
734,1077,card,1896.48,RUB,2025-10-28 13:21:31
735,1078,card,704.9,RUB,2024-12-22 06:52:52
736,1080,card,64.22,RUB,2025-01-27 13:43:20
737,1081,online,1989.6,USD,2024-06-23 21:11:06
738,1082,cash,217.02,RUB,2026-04-27 19:55:30
739,1084,card,686.75,EUR,2025-06-05 00:38:05
740,1085,crypto,1657.3500000000001,RUB,2026-05-05 12:23:33
741,1086,card,66.02,EUR,2025-07-31 11:41:45
742,1090,cash,2022.8999999999999,USD,2024-07-09 09:20:08
743,1091,online,1756.72,USD,2025-07-03 15:15:31
744,1092,card,204.28,EUR,2024-08-04 00:33:02
745,1093,card,354.12,USD,2024-07-30 16:51:34
746,1095,online,201.17,USD,2025-03-27 05:17:16
747,1096,card,1368.75,RUB,2025-02-23 13:39:43
748,1097,online,382.64,RUB,2024-09-16 07:26:36
749,1098,card,1433.48,RUB,2025-02-10 22:18:17
750,1100,card,1283.52,RUB,2025-12-30 03:17:26
751,1101,card,109.91,EUR,2024-10-14 13:22:19
752,1103,card,381.12,EUR,2025-11-03 17:33:12
753,1105,card,479.09999999999997,EUR,2025-03-26 17:30:55
754,1106,card,848.6,USD,2024-06-13 16:53:41
755,1107,crypto,599.52,RUB,2026-03-16 19:39:54
756,1110,card,1370.3,RUB,2025-01-09 07:53:21
757,1113,card,947.46,USD,2025-12-08 21:01:43
758,1116,card,414.63,EUR,2024-06-17 13:19:50
759,1118,online,384.15000000000003,RUB,2025-06-07 00:25:14
760,1119,crypto,1314.99,RUB,2025-11-07 19:15:38
761,1120,card,1310.5,USD,2024-12-15 04:32:49
762,1122,card,55.7,USD,2024-06-13 07:04:48
763,1123,cash,906.46,RUB,2025-11-26 14:26:07
764,1124,online,1991.25,USD,2026-04-05 19:00:49
765,1125,online,944.82,RUB,2025-03-07 11:16:27
766,1126,cash,1414.75,USD,2025-08-13 18:16:34
767,1127,card,245.42,USD,2026-03-08 15:44:43
768,1128,online,264.64,USD,2025-07-25 18:08:17
769,1129,online,1441.12,USD,2024-11-13 17:13:51
770,1130,online,1601.84,EUR,2024-06-09 19:10:24
771,1131,card,985.3199999999999,RUB,2024-07-09 07:47:20
772,1132,online,649.08,RUB,2025-12-02 21:25:14
773,1133,cash,825.15,RUB,2024-09-05 12:37:09
774,1134,card,233.95,EUR,2025-04-23 20:10:08
775,1137,online,1835.64,EUR,
776,1138,card,987.04,USD,2025-11-05 18:01:48
777,1139,card,708.7,RUB,2025-11-17 05:38:53
778,1140,online,1912.5,EUR,2025-08-27 07:34:25
779,1142,card,268.7,RUB,2024-08-01 20:53:17
780,1143,online,241.51,RUB,2025-08-07 05:46:43
781,1144,online,1100.45,EUR,2025-03-02 20:47:50
782,1145,online,630.0500000000001,USD,2026-05-08 06:39:57
783,1146,online,698.1899999999999,RUB,2025-09-04 23:56:15
784,1147,cash,158.34,USD,2026-05-15 00:24:13
785,1148,card,394.14,EUR,2024-12-29 19:47:36
786,1149,cash,935.56,RUB,2025-12-09 20:59:05
787,1150,crypto,788.38,USD,2025-08-19 10:19:01
788,1153,online,1089.8700000000001,EUR,2025-09-10 00:02:12
789,1155,card,143.8,EUR,2025-08-10 02:44:08
790,1156,cash,41.05,EUR,2025-12-27 21:40:44
791,1158,card,853.85,RUB,2024-06-19 00:58:12
792,1159,online,497.8,RUB,2026-04-04 18:31:19
793,1160,online,182.08,RUB,2025-07-14 00:17:27
794,1161,crypto,1621.6499999999999,USD,2025-10-14 00:59:25
795,1163,card,374.5,USD,2025-07-05 09:31:03
796,1165,card,1361.8799999999999,RUB,2024-06-21 02:38:58
797,1166,online,1057.71,USD,2024-10-21 07:24:52
798,1167,card,572.7,EUR,2024-08-31 07:41:08
799,1168,card,212.58,RUB,2026-05-05 23:10:11
800,1169,cash,436.28,EUR,2026-02-05 11:59:34
801,1170,card,27.41,EUR,2026-02-27 10:40:32
802,1173,card,1469.16,EUR,2025-04-17 00:52:56
803,1174,online,989.94,EUR,2026-01-21 10:43:28
804,1175,card,331.56,USD,2024-06-21 04:07:28
805,1179,online,1104.0,RUB,2025-11-02 20:11:51
806,1180,card,236.72,RUB,2026-05-19 03:06:53
807,1181,card,1214.01,RUB,
808,1183,online,1056.99,USD,2026-04-16 07:41:40
809,1184,online,1183.8600000000001,RUB,2024-07-15 11:59:06
810,1185,card,48.68,USD,2026-01-25 00:05:54
811,1187,card,224.65,USD,2025-10-10 12:05:34
812,1188,online,1206.12,USD,2025-09-16 01:40:29
813,1189,card,673.1,USD,2025-06-20 17:34:36
814,1190,crypto,970.44,RUB,2025-12-23 01:47:52
815,1192,card,124.68,RUB,2024-10-14 10:06:51
816,1193,cash,1324.35,RUB,2026-02-10 00:43:28
817,1194,card,1038.4499999999998,EUR,2024-07-15 23:30:30
818,1195,online,1928.96,RUB,2025-08-04 19:45:44
819,1196,online,194.05,RUB,2026-03-09 12:42:55
820,1197,card,996.2,RUB,2024-10-09 07:29:27
821,1200,card,512.28,USD,2025-06-23 13:11:34
