order_id,customer_id,order_timestamp,status,currency,total_amount
489,268,2024-09-28 18:19:43,completed,RUB,951.2
490,131,2024-09-21 09:36:19,cancelled,USD,254.32
491,189,2024-12-14 16:37:29,cancelled,RUB,128.46
492,147,2025-12-03 03:30:59,processing,USD,1928.65
493,0,,cancelled,EUR,354.52
494,474,2026-01-07 10:33:47,completed,EUR,784.88
495,231,2026-03-03 01:52:52,completed,EUR,89.6
496,617,2025-09-28 17:55:52,completed,EUR,556.18
497,702,2025-04-26 20:45:02,cancelled,USD,313.11
498,40,2025-10-14 11:30:50,completed,USD,25.78
499,397,2025-08-15 13:41:54,processing,USD,766.94
500,0,2025-01-03 19:25:25,cancelled,RUB,1876.92
501,703,2025-09-25 01:15:16,cancelled,RUB,689.22
502,652,2024-11-25 01:45:07,completed,EUR,465.14
503,294,2024-11-25 16:12:59,processing,USD,1998.32
504,22,2025-03-18 12:30:07,completed,RUB,235.37
505,412,2024-12-07 02:39:32,cancelled,EUR,943.04
506,464,2024-09-13 02:37:26,completed,RUB,526.5600000000001
507,741,2026-01-20 05:29:54,cancelled,RUB,577.02
508,475,2026-02-11 21:14:42,cancelled,EUR,774.64
509,145,2025-11-22 20:08:50,completed,RUB,628.64
510,205,2024-06-22 22:27:45,completed,RUB,666.46
511,0,2026-03-08 08:04:01,completed,EUR,1684.1499999999999
512,657,2026-03-27 02:29:39,completed,EUR,167.66
513,134,2024-05-27 14:51:43,processing,RUB,2335.9
514,644,2026-05-18 12:10:53,cancelled,USD,52.02
515,93,2025-09-25 15:17:28,completed,USD,748.72
516,372,2026-04-14 04:04:52,cancelled,RUB,971.16
517,311,2026-02-18 07:07:34,processing,USD,180.0
518,420,2024-06-14 04:42:03,completed,EUR,1411.72
519,680,2025-09-07 04:14:58,cancelled,USD,380.28
520,389,2025-03-25 19:11:46,processing,EUR,1735.9
521,586,2025-01-16 01:10:03,cancelled,RUB,1895.36
522,88,2026-02-22 10:17:49,completed,RUB,631.56
523,114,2025-06-10 05:59:22,processing,EUR,962.34
524,86,2025-10-18 14:56:54,completed,RUB,71.28
525,374,2024-12-09 04:01:49,cancelled,USD,1473.6
526,171,2024-07-18 17:00:22,completed,EUR,416.79
527,280,2025-03-10 09:44:44,completed,EUR,1332.44
528,134,2025-11-14 05:42:45,cancelled,USD,369.97
529,205,2024-10-28 18:48:41,cancelled,EUR,350.69
530,376,2025-02-23 09:30:43,cancelled,EUR,838.12
531,737,2026-02-09 18:37:19,processing,EUR,422.01
532,327,2024-07-13 20:40:29,completed,USD,407.27
533,182,2026-04-21 00:06:51,processing,USD,783.3
534,14,2026-04-09 23:16:20,cancelled,RUB,222.45000000000002
535,647,2025-01-03 01:01:30,completed,USD,310.16
536,84,2024-07-09 13:23:08,completed,RUB,11.88
537,52,2025-08-29 04:58:20,processing,USD,521.95
538,724,2025-12-03 00:11:36,completed,USD,2169.25
539,0,2024-10-02 23:24:52,completed,RUB,278.0
540,717,2025-09-20 07:21:58,completed,EUR,203.3
541,405,2026-01-14 12:15:20,completed,RUB,1060.1000000000001
542,437,2025-12-21 19:54:49,cancelled,RUB,539.94
543,166,2024-08-31 13:01:48,cancelled,USD,1356.96
544,82,2026-03-31 22:06:52,cancelled,RUB,63.52
545,603,2026-01-04 05:37:27,cancelled,USD,1711.6
546,745,2025-08-26 05:48:34,cancelled,EUR,766.08
547,560,2024-06-30 15:26:30,cancelled,RUB,467.84999999999997
548,477,2026-02-16 16:37:36,completed,EUR,948.72
549,146,2024-08-15 02:45:01,processing,EUR,437.95
550,153,,completed,USD,168.02
551,17,2026-05-08 03:59:50,completed,EUR,320.70000000000005
552,311,2025-03-02 19:07:25,processing,EUR,364.77
553,512,2025-09-15 18:40:28,cancelled,RUB,497.6
554,109,2025-06-01 19:47:12,processing,USD,1231.32
555,507,2024-07-26 09:29:02,cancelled,RUB,478.86
556,646,2024-06-03 06:38:09,cancelled,USD,348.54999999999995
557,350,2025-12-16 08:12:51,completed,EUR,382.18
558,458,2025-06-08 18:13:38,cancelled,EUR,1041.78
559,288,2025-09-15 05:10:04,processing,USD,1056.54
560,587,2025-12-11 12:25:01,processing,USD,1543.0
561,482,2025-10-25 13:12:58,cancelled,USD,198.23
562,84,2025-01-10 18:26:28,cancelled,EUR,128.37
563,729,2025-04-11 19:24:21,completed,USD,242.14
564,336,2025-12-23 05:46:57,cancelled,EUR,408.0
565,322,2025-04-29 04:26:27,completed,RUB,958.58
566,303,2025-01-10 11:11:50,completed,RUB,533.04
567,386,2024-11-20 19:29:59,cancelled,USD,156.11
568,0,2024-08-27 03:47:47,cancelled,EUR,194.28
569,641,2024-09-15 02:40:41,cancelled,USD,1526.6
570,283,2024-10-04 12:22:10,completed,USD,269.46
571,127,2024-08-24 12:43:59,processing,EUR,762.88
572,27,2024-06-09 08:38:27,processing,RUB,388.88
573,290,2025-01-30 15:24:11,cancelled,USD,442.8
574,66,2026-02-07 04:35:54,completed,RUB,266.16
575,369,2024-12-24 06:16:42,cancelled,USD,713.4
576,559,2025-06-25 12:39:27,completed,RUB,1401.4
577,460,2025-11-17 04:00:02,completed,USD,364.26
578,54,2024-09-26 19:07:13,completed,USD,123.08
579,141,2025-11-03 01:52:31,completed,EUR,77.76
580,686,2025-11-07 10:39:50,completed,RUB,29.66
581,236,,completed,EUR,294.98
582,407,2024-06-28 07:56:18,processing,RUB,739.4499999999999
583,398,2024-10-15 10:35:18,cancelled,USD,677.9000000000001
584,403,2025-01-06 18:15:25,cancelled,RUB,228.32
585,210,2024-09-21 14:53:48,processing,USD,373.98
586,306,2024-09-22 19:16:13,completed,EUR,2053.75
587,664,2025-01-17 23:47:28,completed,USD,348.69
588,222,2025-09-20 22:01:04,processing,RUB,509.6
589,336,2025-01-31 08:21:16,processing,EUR,922.4
590,293,2024-06-04 00:07:34,completed,USD,96.12
591,635,,cancelled,EUR,1397.34
592,747,2026-02-16 12:06:53,cancelled,RUB,190.34
593,382,2026-01-11 11:57:19,cancelled,USD,155.76
594,146,2025-02-09 21:31:07,cancelled,RUB,137.92
595,0,2025-06-11 09:31:40,cancelled,RUB,466.14
596,0,2025-01-31 05:29:22,completed,USD,368.4
597,408,,completed,EUR,887.68
598,14,2024-07-20 17:53:35,processing,EUR,480.12
599,491,2025-08-23 09:29:12,processing,USD,1445.8799999999999
600,459,2024-07-07 14:26:58,processing,EUR,438.03
601,501,2025-11-19 02:59:51,cancelled,USD,150.39
602,468,2025-10-18 21:05:00,processing,EUR,998.1299999999999
603,150,2025-03-03 19:37:16,cancelled,EUR,380.96
604,356,2024-12-18 23:40:55,cancelled,EUR,1364.4
605,89,2025-05-01 22:32:45,cancelled,RUB,1389.33
606,553,2025-05-05 21:11:10,processing,RUB,178.29
607,350,2024-09-11 00:25:10,completed,RUB,854.08
608,710,2025-11-01 02:47:01,processing,RUB,495.35
609,107,2025-06-29 07:44:34,processing,USD,1678.3500000000001
610,727,2024-11-17 19:35:42,cancelled,EUR,1105.83
611,536,2025-06-24 14:31:06,completed,EUR,910.3
612,656,2025-11-04 09:51:24,cancelled,RUB,721.88
613,148,2025-03-24 14:19:52,completed,EUR,385.5
614,555,2024-10-29 10:39:31,completed,USD,43.04
615,213,2024-09-26 03:59:58,cancelled,EUR,42.84
616,367,,completed,EUR,785.5500000000001
617,312,2025-10-27 01:52:41,processing,RUB,1285.04
618,504,2026-05-22 12:16:39,cancelled,RUB,75.63
619,552,2024-11-09 00:38:26,completed,EUR,1569.5500000000002
620,0,2024-12-25 10:46:33,completed,RUB,242.69
621,252,2025-01-28 17:02:53,completed,RUB,232.8
622,619,2026-04-30 09:32:01,completed,RUB,842.3700000000001
623,629,,processing,RUB,601.56
624,456,2026-05-12 18:48:52,processing,EUR,1054.77
625,0,2025-10-13 06:44:24,completed,EUR,1253.1999999999998
626,41,2024-11-26 11:07:19,cancelled,USD,346.54
627,498,2025-08-19 15:49:14,completed,USD,777.02
628,229,2024-06-16 21:07:22,completed,EUR,488.32
629,169,2025-09-18 07:00:44,cancelled,EUR,1428.8
630,716,2026-05-20 01:17:09,cancelled,USD,963.21
631,35,2024-08-09 19:58:52,processing,USD,171.2
632,367,2025-05-22 12:28:26,completed,USD,908.48
633,166,2025-11-07 10:36:22,processing,RUB,457.18
634,270,2025-04-04 00:45:17,completed,USD,590.48
635,238,2025-01-25 16:10:01,completed,USD,61.92
636,116,2025-06-23 17:54:14,completed,USD,71.7
637,492,2026-05-03 15:52:01,completed,USD,977.4
638,398,2024-06-29 04:45:34,completed,USD,81.6
639,70,2026-05-15 09:16:08,cancelled,USD,287.42
640,641,2025-02-12 07:54:12,cancelled,EUR,627.39
641,0,2025-09-11 08:52:23,processing,RUB,604.4399999999999
642,131,2025-12-29 08:42:14,completed,RUB,2227.4
643,614,2024-06-23 01:41:42,completed,USD,222.04
644,576,2024-06-02 00:02:46,cancelled,USD,777.46
645,403,2025-05-15 18:31:43,cancelled,RUB,476.13
646,316,2026-05-20 21:35:10,processing,RUB,796.76
647,574,2026-04-26 21:43:09,processing,EUR,386.3
648,502,2025-04-22 16:03:12,cancelled,EUR,1596.85
649,278,2024-08-22 18:51:11,processing,EUR,326.8
650,196,2025-10-27 01:40:39,cancelled,EUR,790.98
651,613,2025-05-21 06:14:51,completed,USD,2231.85
652,704,2026-05-20 13:26:07,processing,EUR,836.8000000000001
653,178,2025-07-25 09:03:33,processing,USD,968.73
654,346,2024-06-06 04:48:33,processing,EUR,775.0
655,278,2024-08-17 08:34:55,cancelled,RUB,245.13
656,128,2025-04-06 23:23:11,cancelled,USD,46.4
657,466,2025-05-08 16:00:21,cancelled,EUR,781.3499999999999
658,53,2025-06-17 08:19:24,cancelled,EUR,1206.72
659,321,2024-06-26 18:51:58,completed,USD,1147.3799999999999
660,285,2026-02-22 06:26:13,completed,RUB,788.2
661,41,2024-05-31 05:15:51,cancelled,RUB,64.6
662,441,2026-01-17 23:26:36,cancelled,EUR,1448.0
663,243,2025-04-30 07:01:42,completed,USD,1150.65
664,555,2025-06-09 16:59:41,cancelled,RUB,289.91
665,128,2025-02-11 23:02:59,completed,RUB,257.18
666,226,,cancelled,RUB,669.72
667,219,2024-07-25 21:05:02,processing,EUR,1436.36
668,394,2025-08-22 01:23:05,processing,EUR,275.22
669,504,2024-06-03 21:07:34,processing,EUR,503.46
670,398,2024-05-26 22:14:52,processing,USD,242.43
671,700,2026-05-13 20:10:59,cancelled,EUR,233.56
672,255,2024-10-10 14:44:10,processing,EUR,1216.84
673,577,2024-10-02 21:19:33,processing,USD,1437.6
674,354,,cancelled,EUR,1459.4
675,262,2026-03-14 16:37:23,processing,USD,733.4399999999999
676,661,2025-07-18 13:06:29,completed,EUR,848.98
677,235,2025-10-10 12:20:00,cancelled,RUB,311.57
678,82,2025-10-31 13:58:42,completed,EUR,307.28
679,235,2026-03-30 11:43:19,completed,USD,123.59
680,587,2026-02-01 08:19:05,completed,EUR,302.48
681,0,2024-11-20 17:23:00,cancelled,USD,1795.6999999999998
682,184,2026-01-31 17:24:40,completed,RUB,1914.1
683,547,2026-01-22 09:55:27,processing,USD,169.48
684,22,2025-06-13 22:05:15,completed,USD,304.52
685,136,2026-03-18 16:09:20,completed,EUR,873.5699999999999
686,466,2025-12-03 13:25:40,completed,RUB,178.84
687,387,2026-04-11 23:00:17,processing,RUB,2007.15
688,555,2024-08-31 09:51:18,processing,RUB,1925.72
689,592,2024-10-23 18:27:58,processing,EUR,799.5
690,512,2026-05-05 23:28:08,completed,EUR,303.9
691,619,2025-01-31 23:34:54,completed,EUR,579.24
692,17,2024-06-23 19:05:44,processing,RUB,460.94
693,310,2024-08-04 15:45:42,cancelled,EUR,905.6
694,478,2026-03-16 07:15:52,completed,EUR,474.04
695,150,2025-04-20 13:36:56,cancelled,EUR,579.84
696,670,2025-07-16 23:02:26,cancelled,RUB,551.52
697,42,2025-08-19 11:07:14,cancelled,EUR,172.8
698,519,2024-09-12 10:15:50,completed,RUB,749.46
699,26,2025-07-10 06:58:06,processing,EUR,65.49
700,472,2025-01-31 11:26:48,completed,RUB,104.85000000000001
701,449,2024-08-14 00:27:24,processing,RUB,138.6
702,69,2025-07-05 17:34:46,processing,RUB,687.08
703,740,2025-06-06 16:04:58,cancelled,EUR,111.32
704,0,2025-03-09 19:48:46,cancelled,RUB,210.6
705,156,2025-01-12 02:06:40,completed,USD,20.56
706,272,2025-04-02 00:14:03,completed,USD,478.94
707,82,2024-12-31 18:19:55,cancelled,EUR,936.69
708,591,2026-03-19 01:02:38,completed,EUR,958.3499999999999
709,684,2025-10-14 23:53:09,completed,RUB,1722.3500000000001
710,23,2026-03-31 00:25:11,completed,RUB,786.4
711,606,2026-03-07 03:46:09,completed,RUB,413.79
712,255,2025-01-25 21:19:00,cancelled,RUB,351.72
713,410,2025-03-16 06:22:56,processing,RUB,128.82
714,68,2025-05-03 02:09:45,cancelled,EUR,223.46
715,485,2026-02-02 13:45:24,cancelled,USD,203.79000000000002
716,406,2025-07-09 22:19:07,cancelled,RUB,300.74
717,164,2026-05-22 00:47:50,completed,USD,59.32
718,554,2024-11-15 13:22:44,completed,USD,992.0
719,34,2024-06-02 02:11:46,processing,RUB,1027.74
720,586,2025-08-17 22:23:41,completed,USD,515.3100000000001
721,41,2024-08-28 09:30:41,completed,EUR,793.76
722,274,2025-04-14 13:20:31,completed,RUB,225.6
723,67,2024-12-01 21:59:26,completed,RUB,650.6
724,509,2024-08-10 17:49:44,processing,EUR,202.76
725,485,2025-09-05 20:00:02,cancelled,RUB,800.6999999999999
726,241,2026-02-16 03:22:16,processing,EUR,339.51
727,0,2024-07-02 05:57:50,completed,EUR,82.36
728,741,2024-06-05 21:56:08,cancelled,RUB,881.52
729,420,2026-01-02 21:25:48,cancelled,EUR,1837.0
730,0,2026-04-29 02:53:32,cancelled,USD,358.18
731,399,2025-05-07 18:31:30,completed,EUR,1576.12
732,335,2026-03-22 19:26:53,completed,RUB,1438.35
733,169,2025-08-07 15:12:22,completed,EUR,1756.04
734,144,2024-08-23 20:52:03,cancelled,RUB,1363.74
735,40,2026-02-17 09:59:57,completed,EUR,1206.3000000000002
736,108,2026-04-29 13:39:39,processing,USD,544.2
737,675,2025-08-25 04:23:35,processing,RUB,810.39
738,627,2024-10-09 11:55:54,processing,RUB,232.93
739,298,2024-11-04 21:07:02,processing,USD,149.4
740,643,2026-01-30 21:29:18,completed,RUB,1860.92
741,323,2024-11-11 05:09:43,completed,RUB,471.41999999999996
742,685,2024-09-26 13:22:59,completed,USD,36.3
743,461,,processing,EUR,479.73
744,0,2024-07-31 08:56:37,cancelled,RUB,1160.28
745,595,2025-02-19 09:47:10,processing,USD,1176.1200000000001
746,744,2025-09-09 01:47:11,cancelled,EUR,33.92
747,663,2025-11-15 02:59:42,completed,RUB,73.64
748,674,2025-12-17 15:47:22,cancelled,USD,907.84
749,100,2025-04-08 19:43:24,completed,RUB,1744.3000000000002
750,160,2025-12-20 19:25:41,completed,USD,477.26
751,117,2026-04-13 20:29:50,processing,RUB,1926.6999999999998
752,126,2026-01-30 11:50:39,completed,USD,184.57
753,398,2026-01-06 19:14:24,completed,RUB,1096.1999999999998
754,167,2024-09-09 21:11:53,completed,RUB,525.7
755,349,2024-12-18 16:31:54,completed,RUB,243.0
756,172,2025-06-23 02:09:42,processing,USD,1881.9499999999998
757,507,2025-11-03 04:59:54,completed,USD,974.52
758,464,2024-10-13 17:13:32,cancelled,EUR,493.95
759,8,2025-04-30 03:40:43,processing,USD,75.7
760,575,2025-03-18 10:06:36,completed,RUB,1008.92
761,640,2024-09-11 03:43:14,cancelled,RUB,391.68
762,40,2024-12-08 18:10:28,cancelled,USD,1007.28
763,157,2025-01-29 08:27:16,cancelled,EUR,487.81
764,316,2025-02-25 07:13:26,processing,EUR,490.81
765,96,2024-11-14 00:45:32,completed,USD,1518.8999999999999
766,98,2025-02-16 05:40:09,completed,USD,1335.96
767,597,2024-12-08 00:13:35,completed,RUB,487.89
768,730,2025-09-27 16:28:37,completed,RUB,778.15
769,414,2025-10-08 09:20:32,processing,EUR,222.2
770,54,2024-11-24 15:27:52,cancelled,EUR,59.800000000000004
771,370,2025-12-03 14:00:11,completed,RUB,599.04
772,343,2025-12-11 03:06:29,completed,USD,1766.6999999999998
773,482,2025-02-05 14:28:00,completed,RUB,743.1
774,0,2024-07-15 12:55:30,cancelled,RUB,877.74
775,561,2026-04-27 10:27:29,cancelled,USD,1683.85
776,353,2025-09-18 06:49:35,completed,EUR,1825.08
777,632,2025-11-30 05:22:11,completed,RUB,539.8
778,118,2024-07-02 10:30:37,processing,RUB,1046.22
779,595,2026-05-18 09:54:09,processing,USD,716.84
780,48,2024-09-16 01:02:56,processing,EUR,965.92
781,3,2025-09-19 16:05:11,cancelled,EUR,212.54
782,148,2025-07-13 13:24:27,cancelled,EUR,435.71
783,676,2024-07-14 18:51:02,cancelled,USD,860.6
784,362,2025-02-14 00:37:22,completed,EUR,500.12
785,0,2025-02-13 05:04:03,processing,USD,392.88
786,297,2025-07-02 08:40:31,cancelled,EUR,236.82
787,15,2024-07-27 19:24:57,processing,EUR,297.38
788,230,2024-06-21 01:10:03,completed,EUR,1264.02
789,492,2024-09-25 22:13:42,cancelled,RUB,392.69
790,225,2025-02-24 16:22:44,processing,RUB,127.62
791,261,2026-04-08 05:52:38,completed,RUB,2008.7
792,65,2026-02-21 16:10:02,processing,EUR,900.8
793,570,2026-02-01 01:30:17,processing,RUB,2308.5
794,4,,cancelled,EUR,1078.35
795,199,2025-06-11 11:45:45,completed,EUR,532.28
796,644,2025-01-05 14:35:25,cancelled,EUR,1434.8
797,484,2026-04-24 13:16:04,cancelled,EUR,97.32
798,247,2026-03-13 23:58:48,completed,USD,1916.72
799,579,2025-12-17 18:49:56,processing,EUR,110.43
800,75,2024-12-20 17:59:47,processing,USD,1131.1499999999999
801,220,2024-11-26 16:53:13,completed,RUB,47.19
802,288,2024-10-18 09:51:20,completed,USD,111.62
803,96,2026-01-19 05:25:17,cancelled,USD,1878.7
804,706,2025-04-26 10:43:03,cancelled,EUR,463.85
805,339,2025-08-04 20:22:52,cancelled,EUR,926.32
806,714,2025-09-01 06:20:51,processing,USD,1130.32
807,100,2025-04-25 00:43:04,processing,USD,313.04999999999995
808,47,2025-07-19 05:02:48,completed,EUR,213.7
809,678,2025-09-23 15:27:18,cancelled,RUB,67.76
810,643,2025-04-07 16:59:47,cancelled,USD,341.72
811,0,2025-11-28 09:55:27,completed,EUR,479.0
812,162,2025-07-06 17:38:30,cancelled,RUB,222.96
813,731,2025-12-05 14:23:39,cancelled,RUB,2377.4
814,464,2024-08-13 22:15:27,cancelled,USD,1668.25
815,177,2025-05-04 19:13:26,processing,RUB,494.13
816,21,2024-07-17 15:16:50,completed,USD,1188.95
817,712,2026-01-02 01:44:12,cancelled,USD,2376.4500000000003
818,405,2024-12-17 17:02:42,completed,USD,71.78
819,130,2024-10-28 22:33:31,processing,USD,1382.0
820,566,2025-05-15 00:28:19,completed,EUR,137.23
821,0,2025-02-07 07:49:49,processing,USD,156.92
822,152,2025-12-27 11:35:07,completed,EUR,246.4
823,698,2025-10-06 05:05:06,processing,USD,26.22
824,0,2025-07-15 15:29:35,completed,USD,50.98
825,85,2026-03-26 00:08:34,completed,RUB,225.1
826,646,2025-04-17 08:34:31,processing,EUR,988.64
827,118,2025-10-26 23:56:08,completed,EUR,1136.22
828,559,2025-02-18 01:54:55,processing,EUR,1373.0500000000002
829,79,2024-12-14 06:43:03,cancelled,USD,767.0699999999999
830,0,2025-09-27 00:26:44,processing,USD,31.63
831,268,2026-04-15 08:43:57,cancelled,RUB,160.38
832,543,2025-05-19 19:44:56,processing,USD,125.54
833,234,2024-07-21 23:55:00,cancelled,USD,189.44
834,0,2025-08-09 17:34:11,cancelled,USD,143.96
835,617,2025-04-24 05:59:23,processing,USD,919.95
836,539,2026-05-18 01:53:43,cancelled,USD,1208.94
837,542,2025-04-22 00:21:06,processing,EUR,1859.35
838,265,2026-05-11 20:40:05,processing,EUR,2373.7
839,199,2024-11-22 16:00:48,completed,EUR,1636.9499999999998
840,159,2024-09-17 20:19:08,processing,EUR,1253.4
841,586,2026-03-21 08:49:38,completed,USD,629.22
842,430,2024-08-14 03:02:45,cancelled,USD,1105.6999999999998
843,85,2025-11-16 07:43:07,completed,RUB,611.6
844,364,2025-03-26 13:01:18,cancelled,USD,1303.41
845,235,2024-12-08 03:00:20,processing,EUR,1723.8
846,24,2025-08-28 00:14:23,processing,EUR,634.4399999999999
847,590,2025-11-12 11:33:41,cancelled,RUB,388.3
848,248,2025-11-11 18:09:33,processing,EUR,833.8
849,138,2025-05-02 16:52:55,cancelled,EUR,340.1
850,704,2025-06-12 13:09:56,cancelled,USD,381.06
851,199,2024-10-24 14:50:45,processing,USD,1328.73
852,228,2025-12-25 10:50:05,processing,RUB,56.34
853,478,2024-09-25 06:29:39,processing,USD,168.4
854,94,2025-06-11 11:15:14,completed,RUB,152.02
855,41,2024-12-16 19:13:02,cancelled,RUB,478.54
856,336,2024-06-27 09:03:08,completed,RUB,2153.05
857,11,2025-08-07 08:54:22,completed,USD,498.66
858,343,2025-07-06 17:56:37,completed,RUB,840.84
859,705,2025-10-31 09:41:40,completed,EUR,557.2
860,743,2025-04-28 07:05:10,processing,EUR,1716.3
861,355,2025-12-13 21:25:28,processing,USD,917.4300000000001
862,589,2026-01-18 11:03:21,cancelled,RUB,246.72
863,28,2024-11-05 03:28:58,completed,RUB,421.64
864,622,2026-03-08 08:00:05,cancelled,EUR,462.26
865,79,2025-10-20 21:34:14,processing,RUB,221.19
866,44,2025-04-22 15:45:31,cancelled,EUR,379.35
867,48,2026-03-05 23:06:40,completed,USD,437.98
868,57,2024-08-17 09:02:01,completed,RUB,819.76
869,396,2024-07-13 14:51:37,completed,USD,1412.25
870,224,2026-03-19 23:12:04,completed,RUB,410.52
871,447,2025-02-21 05:05:28,processing,RUB,871.96
872,216,2025-04-08 22:16:53,completed,USD,1132.02
873,312,,cancelled,USD,2463.6000000000004
874,244,2025-09-27 21:16:37,cancelled,RUB,1854.8
875,48,2025-10-02 22:03:02,processing,USD,1823.45
876,380,2024-06-01 18:40:17,processing,RUB,2064.55
877,595,2026-03-22 07:49:21,cancelled,USD,873.9000000000001
878,597,2025-12-22 11:59:03,cancelled,RUB,1780.1
879,640,2025-06-16 01:54:49,processing,RUB,1250.52
880,748,2024-10-01 01:17:06,completed,RUB,215.72
881,549,2025-12-12 15:57:41,completed,EUR,658.1
882,0,2024-07-16 14:09:01,completed,USD,867.1500000000001
883,111,2025-09-28 03:14:20,cancelled,USD,308.54
884,578,2024-08-26 21:03:41,cancelled,USD,1259.56
885,159,2026-04-24 04:41:19,completed,USD,1945.8
886,222,2024-11-26 10:10:27,processing,USD,529.6
887,679,2025-05-20 00:06:53,processing,RUB,900.56
888,575,2025-10-09 18:24:16,processing,EUR,1247.19
889,121,2024-08-31 20:25:12,processing,EUR,1544.5
890,151,2024-08-04 16:08:24,completed,EUR,1707.55
891,564,2025-08-04 03:53:51,processing,USD,1275.48
892,494,2024-08-01 16:29:46,processing,RUB,771.16
893,345,2026-03-05 06:12:34,processing,EUR,1269.66
894,153,2024-09-11 22:55:03,completed,EUR,1279.1399999999999
895,31,2024-06-29 05:13:53,cancelled,RUB,20.96
896,615,2025-03-25 14:38:45,processing,USD,499.24
897,207,2026-01-21 09:03:07,completed,USD,870.3499999999999
898,385,2025-01-28 03:52:47,completed,RUB,147.75
899,330,2025-01-03 16:16:59,processing,RUB,865.64
900,454,2025-11-11 22:58:12,cancelled,USD,367.69
901,18,2025-01-20 06:05:43,processing,USD,739.7
902,460,2025-07-20 03:23:27,cancelled,RUB,1355.92
903,20,2025-03-22 10:38:14,completed,EUR,1460.96
904,165,2025-04-19 08:12:33,cancelled,EUR,386.87
905,537,2025-12-04 08:42:18,completed,EUR,214.48
906,136,2025-07-20 09:36:09,cancelled,EUR,218.56
907,558,2026-03-01 13:46:33,completed,USD,852.56
908,618,2025-03-29 07:49:55,processing,USD,755.34
909,326,2025-03-20 04:05:57,completed,EUR,2442.25
910,224,2025-07-02 17:01:09,completed,EUR,777.0
911,744,2025-11-08 23:12:52,processing,EUR,100.22999999999999
912,45,2026-01-19 23:33:35,cancelled,USD,448.59000000000003
913,210,2024-10-15 23:55:47,cancelled,USD,962.0
914,512,2025-08-19 20:23:00,cancelled,USD,93.68
915,604,2025-01-16 03:11:05,processing,EUR,275.88
916,560,2025-11-23 11:46:15,processing,EUR,1122.95
917,249,2025-11-25 10:39:22,completed,EUR,552.64
918,347,2026-01-05 17:15:11,processing,RUB,251.48
919,737,2024-08-04 05:36:31,cancelled,RUB,232.25
920,509,2026-03-21 12:07:35,completed,USD,862.9
921,386,2025-03-27 22:54:20,cancelled,RUB,196.84
922,691,2024-11-14 02:45:31,cancelled,EUR,51.81
923,108,2026-05-06 23:12:27,completed,RUB,737.84
924,585,2025-06-26 06:00:33,processing,USD,1519.72
925,548,2024-07-19 07:20:57,processing,RUB,1261.92
926,17,2025-08-07 12:11:10,processing,USD,426.93
927,748,2024-07-28 02:50:13,processing,RUB,1951.0
928,299,2025-09-18 10:58:43,processing,RUB,877.4
929,567,2025-07-16 17:05:55,processing,RUB,539.76
930,469,2026-02-19 16:33:32,cancelled,EUR,350.69
931,184,2025-09-13 22:24:40,processing,USD,805.36
932,0,2025-09-14 16:16:30,completed,USD,589.26
933,737,2025-09-03 21:53:38,processing,EUR,1236.44
934,154,2024-05-26 19:01:23,completed,RUB,1031.36
935,328,2025-10-11 04:05:43,processing,RUB,397.36
936,0,2026-02-18 17:46:11,completed,RUB,381.3
937,680,2024-09-30 16:00:21,processing,RUB,786.64
938,468,2025-05-21 00:13:26,processing,RUB,92.28
939,351,2024-08-01 13:28:11,processing,EUR,935.54
940,404,2024-09-02 14:44:35,processing,RUB,770.6999999999999
941,137,2025-10-05 19:27:36,processing,USD,1190.6100000000001
942,587,2024-06-14 13:29:12,completed,RUB,275.52
943,546,2026-05-02 09:39:41,completed,EUR,388.68
944,590,2025-07-31 01:42:53,processing,USD,870.96
945,623,2025-12-22 15:54:28,processing,RUB,863.24
946,728,2025-03-28 04:41:51,cancelled,EUR,1057.12
947,17,2025-08-14 06:32:23,completed,USD,1242.54
948,314,2025-05-13 07:01:10,cancelled,USD,2069.6
949,614,2024-08-02 10:44:44,completed,EUR,2090.9
950,276,2025-10-06 13:02:45,cancelled,EUR,338.96999999999997
951,301,2025-10-12 04:00:23,cancelled,USD,327.39
952,635,2024-12-15 11:19:18,completed,RUB,1466.56
953,437,2025-10-12 04:26:11,processing,EUR,480.3
954,659,2025-03-14 18:48:39,cancelled,EUR,27.24
955,393,2025-07-09 06:05:30,processing,RUB,351.08
956,62,2026-03-16 08:55:38,completed,EUR,53.2
957,527,2024-06-30 16:22:01,processing,USD,621.21
958,439,2025-07-27 22:37:38,cancelled,EUR,1290.8000000000002
959,287,2024-10-05 14:01:19,processing,RUB,1423.96
960,686,2025-03-27 12:21:18,processing,EUR,1083.8
961,629,2025-08-25 08:48:14,processing,USD,1438.26
962,439,,cancelled,USD,442.42
963,382,2025-07-07 09:28:30,processing,USD,91.3
964,119,2025-06-07 14:55:03,cancelled,EUR,112.09
965,35,2024-12-22 13:41:39,cancelled,USD,1128.88
966,311,2026-02-02 09:47:05,processing,RUB,988.5
967,503,2025-10-03 23:08:29,processing,RUB,434.62
968,300,2024-08-18 20:26:23,cancelled,RUB,73.57
969,295,2025-05-23 23:59:39,completed,USD,585.15
970,137,2025-09-13 17:06:06,processing,RUB,614.44
971,313,2026-04-21 11:19:54,cancelled,RUB,443.89
972,269,2025-09-01 13:57:29,completed,USD,1184.8
973,483,2025-06-03 04:26:34,cancelled,USD,386.8
